f.movieid,m.title,rating_count,average_rating
167642,beyond the edge,2,3.5
167792,"what's opera, doc?",2,5.0
168060,rings,2,2.0
168330,i don't feel at home in this world anymore,2,4.5
169164,song to song,2,4.0
171295,doug stanhope: deadbeat hero,2,4.0
171437,quo vadis,2,3.0
173197,the square,2,5.0
173241,becoming bond,2,4.0
175603,anti matter,2,3.5
175673,the life and death of john gotti,2,3.0
176083,golden swallow,2,3.0
177261,jackals,2,2.5
178735,jeff dunham: relative disaster,2,3.0
178891,when the cat comes,2,3.5
180293,the damned don't cry,2,3.5
182475,the ballad of lefty brown,2,4.0
183499,promise at dawn,2,3.5
184009,the cured,2,3.5
184517,national parks adventures,2,4.0
185013,the place,2,3.5
185109,disobedience,2,4.0
186311,the guernsey literary and potato peel pie society,2,3.5
187129,"good bye, till tomorrow",2,4.5
189381,superfly,2,4.0
190105,my other husband,2,3.0
191739,a man and a woman,2,4.0
192375,elizabeth harvest,2,3.0
194722,look away,2,3.0
196191,nothing to hide,2,4.5
196381,leprechaun returns,2,1.0
196511,springsteen on broadway,2,3.5
197689,polar,2,3.5
199223,pet sematary,2,2.5
199307,greta,2,4.5
200256,dumbo,2,2.5
200326,little,2,0.5
201008,i'm just f*cking with you,2,3.5
201236,rosaura at 10 o'clock,2,3.5
202325,the whistlers,2,3.0
202519,child's play,2,3.5
204790,michael jackson: searching for neverland,2,3.5
206309,film study,2,1.5
206511,silvia prieto,2,3.5
207461,shakti,2,2.5
207678,the wolf house,2,3.0
208108,dark waters,2,4.5
210577,sonic the hedgehog,2,3.5
214284,hängivelse,2,2.5
214462,the apple war,2,4.0
217146,the lovebirds,2,1.5
218613,doraemon: nobita and the new steel troops: ~winged angels~,2,4.0
221244,kajillionaire,2,3.0
224222,aalto - architect of emotions,2,3.5
224721,there is no evil,2,3.0
225984,another round,2,4.0
229721,brave blue world: racing to solve our water crisis,2,4.0
237232,the night train,2,3.0
241780,crisis,2,4.0
245812,thunder force,2,0.5
246480,separation,2,0.5
258691,mortal kombat legends: battle of the realms,2,4.0
259249,i and the stupid boy,2,2.5
261241,turbulent,2,3.5
262129,petite maman,2,4.0
268916,the turk shop,2,3.5
268918,ghetto swedish,2,3.0
269786,navalny,2,1.25
271631,metal lords,2,3.5
275463,norm macdonald: nothing special,2,3.5
276047,where the crawdads sing,2,1.0
280030,skandal! bringing down wirecard,2,3.0
280036,sophia loren,2,3.0
280208,the invisible,2,4.0
281062,"big data, big brother",2,3.0
281328,judgement,2,2.5
281556,god's crooked lines,2,4.5
281974,when darkness falls,2,3.0
282125,ant-man and the wasp: quantumania,2,3.5
282893,elvakaffe,2,3.5
284747,chris rock: selective outrage,2,3.5
285785,lena,2,3.0
287443,indiana jones: the search for the lost golden age,2,3.0
288529,the last voyage of the demeter,2,3.5
289985,abc book,2,2.0
121093,the crooked way,1,3.5
116957,the reunion,1,4.0
115921,dead in tombstone,1,2.5
115040,"children of noisy village, the",1,3.5
113889,angry video game nerd: the movie,1,3.5
112940,a most wanted man,1,2.5
112689,miss violence,1,4.0
183495,golden time,1,2.0
112550,white god,1,3.0
1344,cape fear,1,4.0
110134,belle and sebastien,1,4.5
108188,jack ryan: shadow recruit,1,3.0
106452,ida,1,2.5
105769,"congress, the",1,2.5
104685,"suicide shop, the ",1,3.0
1297,real genius,1,5.0
103665,ip man: the final fight,1,2.0
102986,rapado,1,3.0
102481,"internship, the",1,4.0
184315,hellraiser: judgment,1,4.0
1296,"room with a view, a",1,4.0
101741,trance,1,3.0
101068,"solitude of prime numbers, the",1,3.0
100081,bad luck,1,3.5
99064,"red shoes, the",1,3.5
1282,fantasia,1,3.0
95197,bel ami,1,3.5
1256,duck soup,1,5.0
94931,take this waltz,1,4.5
92118,"terrorizers, the",1,3.5
91697,pitfall,1,3.5
91513,intimate lighting,1,3.5
90345,"thing, the",1,2.5
185729,tattoo,1,3.5
278966,muru,1,1.0
89343,red state,1,3.5
88380,dylan dog: dead of night,1,5.0
186983,three identical strangers,1,2.0
88135,"kind of loving, a",1,3.5
187051,transit ,1,4.0
87194,the way,1,5.0
187121,damen i svart,1,4.0
86922,nothing to declare,1,4.0
279000,jeepers creepers: reborn,1,2.5
187137,pilkarski poker,1,3.5
187139,the teacher,1,3.5
86762,attenberg,1,3.5
86206,dark city,1,3.0
86000,boy,1,3.0
84844,brother 2,1,5.0
82167,love and other drugs,1,3.5
188067,toc toc,1,3.5
81072,konopielka,1,3.5
80864,you will meet a tall dark stranger,1,3.5
80097,mother joan of the angels,1,3.5
79525,human desire,1,3.5
76108,tom and jerry: the movie,1,2.5
74731,eden log,1,5.0
74688,dear john,1,1.5
74434,"wounds, the",1,4.5
73572,"my son, my son, what have ye done",1,3.0
1231,"right stuff, the",1,2.5
73117,marriage italian style,1,3.0
73015,it's complicated,1,4.0
72737,"princess and the frog, the",1,3.5
71976,"tiger of eschnapur, the",1,2.5
71027,"good marriage, a",1,3.0
70015,polytechnique,1,4.0
69644,ice age: dawn of the dinosaurs,1,5.0
69559,"file on thelma jordan, the",1,3.5
279594,luckiest girl alive,1,2.5
190349,"juliet, naked",1,2.5
69489,how i unleashed world war ii,1,4.5
68941,"last house on the left, the",1,5.0
68919,suzanne's career,1,3.0
191143,the trial,1,2.5
191233,i fine..thank you..love you,1,3.0
68205,crank: high voltage,1,5.0
66947,two men in manhattan,1,3.0
65907,game over,1,1.0
65868,repo! the genetic opera,1,3.5
65263,high and dizzy,1,3.0
1223,"grand day out with wallace and gromit, a",1,4.0
64575,doubt,1,4.0
62718,"angus, thongs and perfect snogging",1,5.0
62153,look back in anger,1,3.0
60990,"end of summer, the",1,4.5
60599,flakes,1,4.0
59725,sex and the city,1,4.5
292057,complicity,1,2.0
59369,taken,1,5.0
59116,virgin territory,1,3.5
58162,run fatboy run,1,3.0
57421,hatchet,1,2.5
56015,kansas city confidential,1,3.5
55577,saw iv,1,2.0
54196,brand upon the brain!,1,3.5
52668,in the land of women,1,3.0
52462,aqua teen hunger force colon movie film for theaters,1,2.5
51354,emil i lönneberga,1,2.5
51084,music and lyrics,1,3.5
51077,ghost rider,1,5.0
50806,norbit,1,2.5
193942,instant family,1,4.0
50794,smokin' aces,1,2.5
194308,ride,1,1.5
50253,david and bathsheba,1,3.5
194620,x&y,1,2.5
49910,freedom writers,1,3.5
287605,the film might be white,1,3.0
49649,eragon,1,4.0
48851,spies,1,4.0
48678,feast,1,3.5
48242,mondo topless,1,3.0
195479,9 fingers,1,2.0
195645,something useful,1,3.5
47952,"covenant, the",1,3.5
1178,paths of glory,1,5.0
196223,hellboy,1,1.5
1153,raw deal,1,3.0
47117,tears of the black tiger,1,3.5
287607,the potemkinists,1,3.0
46948,monster house,1,2.5
196747,where is the third king?,1,3.5
196769,incident by a bank,1,3.5
196885,sportowiec mimo woli,1,3.0
45224,secret beyond the door,1,3.5
45210,united 93,1,4.5
44397,"hills have eyes, the",1,1.0
43928,ultraviolet,1,3.0
43022,hellraiser: hellseeker,1,3.0
42938,confidentially yours,1,4.0
197491,brexit: the uncivil war,1,3.0
42734,hoodwinked!,1,2.5
42007,rumor has it...,1,5.0
280350,fanny & lova steal a car,1,3.0
41974,"ambushers, the",1,3.5
197849,i love to singa,1,4.0
197875,"extremely wicked, shockingly evil and vile",1,5.0
41912,slim susie,1,3.5
41716,"matador, the",1,4.5
198537,a useful life,1,3.5
198549,berlin troika,1,4.0
41714,dona flor and her two husbands,1,2.5
40959,"ice harvest, the",1,3.5
40738,summer interlude,1,3.0
40339,chicken little,1,4.0
1152,he walked by night,1,3.5
231,dumb & dumber,1,4.0
1091,weekend at bernie's,1,2.5
281190,babylon,1,3.0
200330,troop zero,1,0.5
39896,south central,1,3.5
200794,asako i & ii,1,3.0
39869,manderlay,1,3.0
37733,"history of violence, a",1,2.5
36276,hidden,1,2.0
34520,"dukes of hazzard, the",1,5.0
33834,land of the dead,1,3.0
1041,secrets & lies,1,4.5
33110,phantom lady,1,4.0
154,beauty of the day,1,3.0
32917,boccaccio '70,1,3.5
32509,this sporting life,1,4.0
32369,panic in the streets,1,3.5
32298,guess who,1,2.5
32174,"green berets, the",1,3.0
201737,the lodge,1,2.5
32019,be cool,1,3.0
31963,bed & board,1,3.5
31590,hands off the loot,1,4.0
135,down periscope,1,3.0
31188,"milky way, the",1,1.5
30791,hellraiser: inferno,1,3.5
27878,born into brothels,1,5.0
281602,le pupille,1,4.0
202533,game of thrones: the last watch,1,3.0
203068,get big,1,4.5
27876,schultze gets the blues,1,3.0
27821,"interpreter, the",1,4.5
203619,anima,1,3.5
203936,zombies,1,2.5
27808,spanglish,1,3.0
27721,"very long engagement, a",1,5.0
27685,bring it on again,1,5.0
27193,taxi 2,1,4.0
26985,nirvana,1,2.5
26663,monsieur hire,1,4.5
26492,twilight zone: the movie,1,5.0
26479,"pirates of penzance, the",1,3.5
204710,extra ordinary.,1,4.0
1032,alice in wonderland,1,4.0
26471,eddie murphy delirious,1,4.0
26302,scarecrow,1,3.5
26231,performance,1,3.5
205287,bacurau,1,3.5
26152,batman,1,1.5
26131,"battle of algiers, the",1,5.0
26085,mutiny on the bounty,1,2.5
25993,magnificent obsession,1,2.5
205661,maleficent: mistress of evil,1,2.5
25930,odd man out,1,3.5
25927,"stranger, the",1,4.0
25923,great expectations,1,4.0
25920,"blue dahlia, the",1,4.0
25865,"letter, the",1,3.0
25839,nothing sacred,1,3.5
104,happy gilmore,1,0.5
25793,vampyr,1,4.5
25773,little caesar,1,3.0
25764,"cameraman, the",1,2.5
292033,mrs. noisy,1,3.0
25759,october,1,3.5
8968,after the sunset,1,3.0
8967,seed of chucky,1,3.0
8952,falling angels,1,4.5
8852,lord jim,1,4.5
972,"last time i saw paris, the",1,2.5
207632,an officer and a spy,1,4.0
943,"ghost and mrs. muir, the",1,4.0
89,nick of time,1,3.0
8836,wicker park,1,4.5
8835,paparazzi,1,3.0
8805,attack the gas station!,1,4.0
8766,black angel,1,3.5
8751,gun crazy,1,3.0
8623,roxanne,1,4.0
208853,at the gate of the ghost,1,4.0
8337,"caine mutiny, the",1,2.5
8330,our man in havana,1,3.0
210571,fantasy island,1,0.5
8014,"spring, summer, fall, winter... and spring",1,5.0
282939,a short story,1,2.0
8012,kikujiro,1,4.5
7942,summer with monika,1,3.5
7937,"silence, the",1,5.0
7914,berlin: symphony of a great city,1,3.0
7896,ride the high country,1,3.5
7771,zorba the greek,1,5.0
212387,the translators,1,3.5
7388,"brother sun, sister moon",1,4.5
212863,nimic,1,3.5
213011,coffee to go,1,3.5
7336,"damned, the",1,1.5
7335,pickup on south street,1,4.0
213934,house of hummingbird,1,4.0
7241,kanal,1,4.0
214006,agatha christie: the queen of crime,1,3.5
7230,"silencers, the",1,3.0
214282,conspiracy '58,1,3.5
823,"collector, the",1,3.5
818,"very brady sequel, a",1,0.5
7217,dark passage,1,4.0
214951,only,1,3.0
7215,to have and have not,1,3.5
7160,monster,1,4.0
7135,shoot the piano player,1,4.0
7134,"element of crime, the",1,3.0
7112,accident,1,3.5
7076,bullitt,1,3.0
216531,dear dakanda,1,3.5
216585,my friend nietzsche,1,2.5
7042,betty blue,1,3.5
7036,teen wolf,1,2.0
7016,over the top,1,4.5
216975,one day,1,3.5
746,force of evil,1,3.0
6948,tupac: resurrection,1,4.0
217817,olla,1,3.5
6947,master and commander: the far side of the world,1,5.0
6936,elf,1,3.0
283873,john wick: chapter 4,1,1.5
218619,brother of the year,1,3.5
218621,new year's gift,1,4.5
6902,interstate 60,1,5.0
219081,theory of achievement,1,3.0
6863,school of rock,1,2.0
6721,once upon a time in china,1,2.0
219984,never like the first time!,1,3.5
6643,tokyo story,1,4.5
6541,"league of extraordinary gentlemen, the",1,3.5
6438,633 squadron,1,4.0
6370,"spanish apartment, the",1,4.5
284187,an irish goodbye,1,2.5
6266,what a girl wants,1,1.0
6263,basic,1,3.0
6241,pauline at the beach,1,4.0
6135,still of the night,1,3.0
6022,american me,1,4.0
6003,confessions of a dangerous mind,1,2.5
5945,about schmidt,1,3.5
5888,brother,1,4.5
223880,the marriage game,1,2.5
5883,they,1,2.0
5878,talk to her,1,3.5
284189,night ride,1,4.0
5820,standing in the shadows of motown,1,4.0
5797,"company of wolves, the",1,4.0
224545,american pie presents: girls' rules,1,3.5
284191,the red suitcase,1,5.0
5782,"professional, the",1,5.0
5764,looker,1,3.5
5763,lola,1,3.5
700,angus,1,2.5
5684,naqoyqatsi,1,4.0
5620,sweet home alabama,1,2.5
5572,barbershop,1,3.5
5517,nightcap,1,4.0
226590,in omaggio all'arte italiana!,1,1.0
5509,biggie and tupac,1,2.0
227096,street dreams,1,3.5
5434,"sorry, wrong number",1,4.0
5339,husbands and wives,1,5.0
5325,dogtown and z-boyz,1,4.0
5316,enigma,1,5.0
5314,behind the sun,1,3.5
19,ace ventura: when nature calls,1,3.0
230713,love me tender,1,3.5
230745,véronique and her dunce,1,3.0
5236,"tale of springtime, a",1,3.5
5145,loves of a blonde,1,4.5
5105,don't look now,1,4.5
5017,"big heat, the",1,3.5
233911,farewell meu amor,1,3.5
5015,monster's ball,1,1.0
5013,gosford park,1,3.5
4974,not another teen movie,1,0.5
234213,flowers of taipei: taiwan new cinema,1,3.0
234257,the dry,1,4.0
4938,"aviator's wife, the",1,3.5
4920,"now, voyager",1,4.0
4914,breathless,1,3.5
235021,exterior/night,1,3.0
4893,when a stranger calls,1,3.0
4889,heist,1,4.0
285109,to catch a killer,1,4.5
4876,thirteen ghosts,1,1.5
4866,"last castle, the",1,4.0
4846,iron monkey,1,3.5
239256,prisoners of the ghostland,1,2.0
241032,tom & jerry,1,4.0
606,candyman: farewell to the flesh,1,4.5
4718,american pie 2,1,3.0
4677,turner & hooch,1,4.0
4649,wet hot american summer,1,2.5
4624,meet the feebles,1,0.5
4489,coming to america,1,4.0
4378,sexy beast,1,2.5
4368,dr. dolittle 2,1,5.0
4355,youngblood,1,4.5
4333,throw momma from the train,1,3.5
4329,rio bravo,1,5.0
4287,paris when it sizzles,1,3.5
534,shadowlands,1,5.0
13,balto,1,3.5
4142,left behind: the movie,1,3.5
4037,house of games,1,4.0
247638,the resort,1,1.5
4036,shadow of the vampire,1,3.0
4034,traffic,1,4.5
3959,"time machine, the",1,4.5
249292,four roads,1,3.0
3938,"slumber party massacre, the",1,1.5
3919,hellraiser iii: hell on earth,1,2.5
3918,hellbound: hellraiser ii,1,3.0
3728,one false move,1,2.5
3682,magnum force,1,3.5
251234,the conjuring: the devil made me do it,1,3.0
3654,"guns of navarone, the",1,4.5
251890,the house next door: meet the blacks 2,1,3.5
3645,cleo from 5 to 7,1,4.0
3638,moonraker,1,3.0
252462,playlist,1,3.5
3615,dinosaur,1,3.0
3608,pee-wee's big adventure,1,0.5
252986,the warm money,1,3.0
3409,final destination,1,3.5
3340,bride of the monster,1,1.0
254178,lamb,1,5.0
3255,"league of their own, a",1,4.5
254388,ambition,1,3.5
3210,fast times at ridgemont high,1,4.5
3198,papillon,1,5.0
3060,"commitments, the",1,3.5
3037,little big man,1,3.0
3034,robin hood,1,4.0
2993,thunderball,1,3.0
2991,live and let die,1,3.5
2940,gilda,1,3.5
2860,blue streak,1,2.5
2812,in too deep,1,4.0
522,romper stomper,1,3.0
259023,martyrs lane,1,4.0
2747,"little shop of horrors, the",1,3.0
466,hot shots! part deux,1,4.0
259525,ulysse,1,3.0
2728,spartacus,1,4.0
2704,"lovers on the bridge, the",1,3.5
2612,mildred pierce,1,3.5
2605,entrapment,1,5.0
380,true lies,1,4.0
2488,peeping tom,1,4.0
261599,ljuvlig är sommarnatten,1,3.0
2473,soul man,1,4.0
370,naked gun 33 1/3: the final insult,1,4.5
2423,christmas vacation,1,4.5
262759,paranormal activity: next of kin,1,1.0
2410,rocky iii,1,5.0
2409,rocky ii,1,5.0
2376,"view to a kill, a",1,3.0
2351,nights of cabiria,1,3.5
2300,"producers, the",1,3.5
2221,blackmail,1,3.5
2206,suspicion,1,3.5
2159,henry: portrait of a serial killer,1,2.5
2132,who's afraid of virginia woolf?,1,5.0
267474,the lodger,1,3.5
267660,marilyn monroe: auction of a lifetime,1,3.0
267784,swêdî,1,2.5
2066,out of the past,1,3.5
2058,"negotiator, the",1,4.0
2033,"black cauldron, the",1,4.0
333,tommy boy,1,4.0
319,shallow grave,1,3.5
2022,"last temptation of christ, the",1,4.0
286625,the all-around reduced personality: outtakes,1,3.0
1998,exorcist ii: the heretic,1,1.5
1992,child's play 2,1,5.0
1963,take the money and run,1,3.5
271230,the night,1,1.5
290,once were warriors,1,5.0
271989,propeller: a vans skateboarding video,1,4.5
1916,buffalo '66,1,5.0
1892,"perfect murder, a",1,3.0
1859,taste of cherry,1,5.0
1846,nil by mouth,1,5.0
1772,blues brothers 2000,1,3.0
1746,senseless,1,2.5
169900,the lost city of z,1,4.0
172241,secret santa,1,0.5
169404,the man who cheated himself,1,4.0
172743,somnio,1,3.5
275191,ricky gervais: supernature,1,4.5
273,mary shelley's frankenstein,1,4.0
165699,angel has fallen,1,3.5
165549,manchester by the sea,1,5.0
165101,inferno,1,0.5
173465,the last day of summer,1,3.0
164411,my life as a courgette,1,4.5
164200,storks,1,3.0
164139,freelance,1,3.0
164135,bangkok traffic love story,1,4.0
163809,over the garden wall,1,5.0
162210,lie detector,1,3.0
160565,the purge: election year,1,4.0
160114,gridlocked,1,4.0
157373,it's such a beautiful day,1,5.0
157296,finding dory,1,1.0
175281,tour de pharmacy,1,4.5
157176,a storm in the stars,1,3.5
156547,the girl in the photographs,1,3.5
175441,the black hole,1,3.5
153614,new mischief by emil,1,2.5
1627,u turn,1,4.0
152591,ip man 3,1,3.0
1545,ponette,1,4.0
151707,the eagle huntress,1,2.5
150896,walesa: man of hope,1,4.0
175827,cedric the entertainer: taking you higher,1,5.0
175849,shirley: visions of reality,1,4.0
175879,hydrozagadka,1,4.5
175937,the structure of crystals,1,4.0
265,like water for chocolate,1,4.0
146678,the girls in the band,1,3.5
145058,pee mak phrakanong,1,3.5
176175,pickpocket,1,3.0
145050,suckseed,1,3.5
144692,gunhed,1,2.5
143815,poor but beautiful,1,4.5
177057,murderers' row,1,3.0
143259,4got10,1,3.0
142969,virgin mountain,1,4.0
276157,les secrets de l'invisible,1,3.0
142286,the long hair of death,1,3.5
177583,ostende,1,4.0
141866,green room,1,4.0
141642,the bad education movie,1,1.5
140523,"visit, the",1,3.5
1513,romy and michele's high school reunion,1,4.5
178769,the good soldier švejk,1,4.5
1446,kolya,1,5.0
179029,poor cow,1,3.0
140106,our little sister,1,4.0
139343,noi 4,1,3.5
179135,blue planet ii,1,0.5
139195,jim henson's the storyteller,1,5.0
179497,boo 2! a madea halloween,1,1.0
135528,escape from sobibor,1,4.0
135141,allegiant: part 1,1,3.5
133933,deadlier than the male,1,3.0
132952,sarfarosh,1,4.0
180087,the prophecy: uprising,1,2.0
132883,testament of youth,1,4.0
1359,jingle all the way,1,1.0
130518,the amazing screw-on head,1,2.0
180497,the post,1,3.0
127152,going clear: scientology and the prison of belief,1,4.5
180565,starbucking,1,4.0
127052,operation 'y' & other shurik's adventures,1,5.0
126981,the wayward girl,1,4.0
181243,one summer of happiness,1,3.5
126793,two shots fired,1,3.0
125093,playing house,1,4.0
124230,i love trouble,1,4.0
1358,sling blade,1,5.0
122940,clear history,1,3.0
26208,my night at maud's,1,4.5
26215,"joke, the",1,3.0
26225,claire's knee,1,3.5
26383,demon seed,1,4.0
26386,high anxiety,1,4.0
26498,boy meets girl,1,4.0
7569,you only live twice,1,3.0
58576,made in u.s.a.,1,3.0
27434,darkness,1,2.0
7449,godsend,1,2.5
7439,"punisher, the",1,3.5
27731,"cat returns, the",1,1.0
27811,buddy,1,3.5
7334,"front, the",1,3.0
7325,starsky & hutch,1,3.5
7320,dirty dancing: havana nights,1,4.5
7307,flesh & blood,1,5.0
31201,pippi on the run,1,2.0
31221,elektra,1,5.0
31374,hobson's choice,1,3.5
31435,rory o'shea was here,1,4.0
31932,fallen angel,1,4.0
7238,ashes and diamonds,1,3.5
32649,"special day, a",1,4.0
32799,maidens in uniform,1,3.5
7236,"boy and his dog, a",1,5.0
33072,f for fake,1,4.5
33454,léolo,1,4.5
263549,två kvinnor,1,2.5
33585,9 songs,1,1.5
7173,along came polly,1,2.0
7156,"fog of war: eleven lessons from the life of robert s. mcnamara, the",1,5.0
34323,"devil's rejects, the",1,3.5
34548,"tree of wooden clogs, the",1,4.0
7136,stolen kisses,1,3.5
36525,just like heaven,1,4.5
37727,flightplan,1,5.0
7073,"shot in the dark, a",1,4.0
7069,macbeth,1,3.5
7043,vivre sa vie: film en douze tableaux,1,4.0
40422,count dracula,1,3.5
40583,syriana,1,4.5
40752,takeshis',1,1.0
41136,"driver, the",1,3.5
6993,hannah and her sisters,1,4.0
6961,damage,1,4.5
6954,"barbarian invasions, the",1,5.0
42546,passport to pimlico,1,3.0
264135,the hand of god,1,3.0
43396,"world's fastest indian, the",1,3.5
43415,as tears go by,1,4.0
44022,ice age 2: the meltdown,1,3.5
44911,magic,1,3.0
44929,candy,1,4.0
45179,"glass key, the",1,3.0
6837,love affair,1,3.0
46441,"sheriff and the satellite kid, the",1,1.0
46869,dames,1,3.0
46967,scoop,1,3.5
6811,pcu,1,4.0
47382,step up,1,2.0
47518,accepted,1,4.5
6731,day of the dead,1,2.0
6713,millennium actress,1,4.5
48142,"black dahlia, the",1,4.0
48262,"bridge, the",1,4.0
6662,"pink panther, the",1,4.0
48575,brute force,1,3.0
48711,facing the giants,1,4.5
48744,shortbus,1,4.5
6660,"red shoes, the",1,4.5
6641,code unknown,1,5.0
264400,"me, my sex and i",1,2.5
6639,wait until dark,1,4.5
49422,"oss 117: cairo, nest of spies",1,4.0
6616,grind,1,3.5
49651,rocky balboa,1,5.0
49902,"decameron, the",1,2.0
50685,waitress,1,3.5
6422,shenandoah,1,1.5
51207,street trash,1,2.5
51857,"taste of honey, a",1,3.0
6357,high society,1,2.0
53000,28 weeks later,1,3.5
53121,shrek the third,1,3.5
53207,88 minutes,1,0.5
6223,spun,1,3.5
6195,stone reader,1,4.5
6188,old school,1,4.0
6035,pépé le moko,1,3.0
6023,band of outsiders,1,4.0
54378,man's job,1,3.0
55063,my winnipeg,1,4.0
55369,chronicle of a summer,1,3.5
55726,"year my parents went on vacation, the",1,2.0
5966,"kiss before dying, a",1,3.5
56169,awake,1,0.5
56432,"swimming pool, the",1,3.5
5915,victory,1,3.5
56941,p.s. i love you,1,1.5
57528,rambo,1,5.0
5867,thief,1,3.5
5766,madman,1,4.0
58632,terror's advocate,1,4.5
266802,a world without women,1,3.5
268800,aloners,1,3.0
5522,rollerball,1,4.0
269234,resurrection,1,2.5
5507,xxx,1,5.0
59832,where the sidewalk ends,1,3.0
269800,prejudice and pride: swedish film queer,1,3.0
60189,archangel,1,3.0
60508,pan tadeusz: the last foray in lithuania,1,3.0
60566,just another love story,1,5.0
60737,watching the detectives,1,3.0
5479,k-19: the widowmaker,1,4.0
61350,babylon a.d.,1,2.0
62849,rocknrolla,1,5.0
62916,"wicked lady, the",1,2.0
63222,jcvd,1,4.0
63698,three monkeys,1,3.0
5382,every which way but loose,1,4.0
64197,hunger,1,4.0
5352,the big sleep,1,2.0
64280,hospital,1,4.5
64499,che: part one,1,3.5
5348,hollywood ending,1,3.0
5303,joe versus the volcano,1,4.0
65126,choke,1,4.0
65585,bride wars,1,3.0
5198,"long good friday, the",1,3.5
5154,"arena, the",1,2.5
5096,baby's day out,1,4.0
270544,warp speed chic,1,4.0
69604,whatever works,1,4.5
4887,"one, the",1,4.0
180,mallrats,1,4.0
70703,christopher columbus: the discovery,1,4.0
70871,"day in the country, a",1,3.0
70978,boyfriends and girlfriends,1,5.0
4783,"endurance: shackleton's legendary antarctic expedition, the",1,5.0
4733,"curse of the jade scorpion, the",1,3.5
71350,scandal sheet,1,4.0
71372,hellraiser: deader,1,1.5
71374,hellraiser: hellworld,1,2.5
4699,original sin,1,3.0
72129,saw vi,1,2.5
72276,"indian tomb, the",1,2.5
4687,billy liar,1,3.5
72380,"box, the",1,2.5
72626,"billy blazes, esq.",1,2.5
4626,miracle mile,1,4.0
4616,lean on me,1,3.5
73881,3 idiots,1,5.0
74450,valentine's day,1,4.0
74510,"girl who played with fire, the",1,4.0
74685,"crazies, the",1,3.0
4572,black rain,1,3.0
4562,without a clue,1,3.5
74791,"town called panic, a",1,5.0
74820,"fall of the roman empire, the",1,3.5
75423,"devil's eye, the",1,3.5
77201,valhalla rising,1,4.0
77774,big river man,1,5.0
4371,baby boy,1,5.0
4325,"night, the",1,3.5
78209,get him to the greek,1,4.5
78264,"back-up plan, the",1,2.5
4224,exit wounds,1,3.0
4198,battle beyond the stars,1,4.0
4190,elmer gantry,1,2.5
78905,whirlpool,1,3.0
4141,head over heels,1,3.0
79519,trans-europ-express,1,3.5
4084,beverly hills cop ii,1,4.0
271865,x,1,3.0
3999,vertical limit,1,3.0
80617,cats & dogs: the revenge of kitty galore,1,4.0
3997,dungeons & dragons,1,3.0
80928,david cross: bigger & blackerer,1,3.5
3984,diamonds are forever,1,3.0
81075,"temptation of st. tony, the",1,4.0
81385,of gods and men,1,4.0
81669,"castle, the",1,3.5
3947,get carter,1,2.5
3896,"way of the gun, the",1,2.5
3869,"naked gun 2 1/2: the smell of fear, the",1,1.0
82463,another year,1,4.0
82854,gulliver's travels,1,3.0
3858,cecil b. demented,1,3.0
3825,coyote ugly,1,2.0
84483,"magic gloves, the",1,3.5
3801,anatomy of a murder,1,3.5
85394,cave of forgotten dreams,1,3.5
3726,assault on precinct 13,1,4.5
3710,action jackson,1,2.0
87040,"housemaid, the",1,4.0
87522,larry crowne,1,3.5
87999,i am curious,1,3.0
3421,animal house,1,2.0
3407,"carriers are waiting, the",1,4.5
173,judge dredd,1,3.0
3363,american graffiti,1,4.0
91571,coriolanus,1,5.0
3334,key largo,1,3.5
3302,beautiful people,1,5.0
92008,haywire,1,1.5
3267,"mariachi, el",1,3.5
3257,"bodyguard, the",1,5.0
93598,snowtown,1,4.0
3235,where the buffalo roam,1,3.5
3196,stalag 17,1,3.5
94978,i wish,1,3.0
3113,end of days,1,1.0
96283,diary of a wimpy kid: dog days,1,3.0
3107,backdraft,1,5.0
172,johnny mnemonic,1,5.0
96985,"report on the party and the guests, a",1,3.0
3066,tora! tora! tora!,1,3.0
275433,crimes of the future,1,2.0
98239,red dawn,1,1.5
98381,hellraiser: revelations,1,2.5
3040,meatballs,1,4.0
99117,this is 40,1,3.0
276011,you are my adventure,1,3.0
3007,american movie,1,5.0
2989,for your eyes only,1,3.5
101362,olympus has fallen,1,5.0
2971,all that jazz,1,5.0
2949,dr. no,1,3.5
103655,r.i.p.d.,1,3.5
104272,blackfish,1,4.5
2937,"palm beach story, the",1,3.0
106212,root of all evil?,1,4.0
2915,risky business,1,4.5
2894,romance,1,5.0
107067,pianomania,1,5.0
2826,"13th warrior, the",1,4.5
109185,night on the galactic railroad,1,5.0
2785,tales of terror,1,4.0
109627,mystery road,1,4.0
109687,particle fever,1,4.0
111661,"two faces of january, the",1,4.0
2745,"mission, the",1,5.0
2739,"color purple, the",1,3.5
2714,"wood, the",1,4.5
112316,jersey boys,1,5.0
2660,"thing from another world, the",1,4.0
113902,"holy man, the",1,3.0
115042,more about the children of noisy village,1,3.5
115381,"alexander and the terrible, horrible, no good, very bad day",1,1.0
115417,"presentation, or charlotte and her steak",1,2.5
2580,go,1,4.0
2535,earthquake,1,2.0
117420,the boy who cried werewolf,1,3.0
117545,asterix: the land of the gods,1,4.5
117710,murder on the orient express,1,2.5
117851,penguins of madagascar,1,2.0
2532,conquest of the planet of the apes,1,3.5
2511,"long goodbye, the",1,3.0
119667,the prophecy: forsaken,1,2.0
120777,somersault,1,2.5
120936,the hire: powder keg,1,4.0
122853,seduction,1,4.0
