f.genres,f.movieid,m.title,average_rating
Animation|Sci-Fi|IMAX,67408,monsters vs. aliens,2.8
Animation|War,54229,when the wind blows,2.5
Children,148282,call me claus,3.5
Children,113033,rasmus på luffen,3.5
Children,115040,"children of noisy village, the",3.5
Children,115042,more about the children of noisy village,3.5
Children,208695,vi på saltkråkan,3.0
Children,126745,lotta 2: lotta flyttar hemifrån,2.5
Children,31201,pippi on the run,2.0
Children,126751,karlsson on the roof,1.5
Children|Comedy,8978,christmas with the kranks,5.0
Children|Comedy,3397,"great muppet caper, the",5.0
Children|Comedy,31422,are we there yet?,5.0
Children|Comedy,56176,alvin and the chipmunks,5.0
Children|Comedy,1010,"love bug, the",4.5
Children|Comedy,2042,d2: the mighty ducks,4.5
Children|Comedy,2082,"mighty ducks, the",4.5
Children|Comedy,586,home alone,4.33
Children|Comedy,1005,d3: the mighty ducks,4.0
Children|Comedy,269666,home team,4.0
Children|Comedy,274695,family camp,4.0
Children|Comedy,281602,le pupille,4.0
Children|Comedy,2709,muppets from space,3.56
Children|Comedy,6338,daddy day care,3.5
Children|Comedy,6559,little giants,3.5
Children|Comedy,31223,racing stripes,3.0
Children|Comedy,96283,diary of a wimpy kid: dog days,3.0
Children|Comedy,60141,st. trinian's,3.0
Children|Comedy,4822,max keeble's big move,2.5
Children|Comedy,1822,meet the deedles,2.5
Children|Comedy,149354,sisters,2.5
Children|Comedy,153614,new mischief by emil,2.5
Children|Comedy,214454,emil and the piglet,2.5
Children|Comedy,54768,daddy day camp,2.0
Children|Comedy,237372,coming 2 america,1.5
Children|Comedy,1359,jingle all the way,1.0
Children|Comedy,263485,8-bit christmas,1.0
Children|Comedy|Drama,1014,pollyanna,4.64
Children|Comedy|Drama,200330,troop zero,0.5
Children|Comedy|Drama|Musical|Romance,46062,high school musical,3.5
Children|Comedy|Fantasy,6593,freaky friday,4.75
Children|Comedy|Fantasy,55999,mr. magorium's wonder emporium,4.0
Children|Comedy|Fantasy,837,matilda,3.79
Children|Comedy|Fantasy,1702,flubber,3.0
Children|Comedy|Fantasy,6936,elf,3.0
Children|Comedy|Fantasy,355,"flintstones, the",2.5
Children|Comedy|Fantasy,43560,nanny mcphee,1.89
Children|Comedy|Fantasy|Musical,1028,mary poppins,4.56
Children|Comedy|Fantasy|Musical,1073,willy wonka & the chocolate factory,4.5
Children|Comedy|Musical,2083,"muppet christmas carol, the",4.27
Children|Comedy|Musical,3398,"muppets take manhattan, the",4.25
Children|Comedy|Musical,91094,"muppets, the",2.73
Children|Comedy|Musical|Romance,26084,"music man, the",4.5
Children|Comedy|Romance,1013,"parent trap, the",5.0
Children|Comedy|Romance,4700,"princess diaries, the",4.6
Children|Comedy|Romance,42958,little manhattan,4.5
Children|Comedy|Romance,2059,"parent trap, the",4.5
Children|Comedy|Romance,164137,my girl,3.5
Children|Comedy|Romance,6332,"lizzie mcguire movie, the",3.0
Children|Documentary,33639,mad hot ballroom,3.0
Children|Drama,5099,heidi,5.0
Children|Drama,7059,national velvet,4.5
Children|Drama,262,"little princess, a",4.0
Children|Drama,3189,my dog skip,3.5
Children|Drama,1012,old yeller,3.0
Children|Drama,94978,i wish,3.0
Children|Drama,51354,emil i lönneberga,2.5
Children|Drama|Fantasy,63329,christmas story,4.0
Children|Drama|Fantasy,1302,field of dreams,3.46
Children|Drama|Fantasy|Mystery,314,"secret of roan inish, the",4.5
Children|Drama|Fantasy|Romance,953,it's a wonderful life,3.82
Children|Drama|Mystery,90866,hugo,3.44
Children|Drama|Romance,244686,a week away,3.0
Children|Drama|Sci-Fi,1097,e.t. the extra-terrestrial,4.6
Children|Drama|War,106441,"book thief, the",4.5
Children|Fantasy,7045,"witches, the",3.5
Children|Fantasy,195161,mary poppins returns,2.5
Children|Horror,117420,the boy who cried werewolf,3.0
Children|Musical,2084,newsies,4.5
Children|Romance,172241,secret santa,0.5
Comedy,3786,but i'm a cheerleader,5.0
Comedy,4368,dr. dolittle 2,5.0
Comedy,194927,an evening with beverly luff linn,5.0
Comedy,207243,deon cole: cole hearted,5.0
Comedy,202155,the art of self-defense,5.0
Comedy,171351,lil rel: relevent,5.0
Comedy,170263,trevor noah: afraid of the dark,5.0
Comedy,169268,cedric the entertainer: live from the ville,5.0
Comedy,136447,george carlin: you are all diseased,5.0
Comedy,129514,george carlin: it's bad for ya!,5.0
Comedy,103549,what's in a name,5.0
Comedy,70978,boyfriends and girlfriends,5.0
Comedy,44840,"benchwarmers, the",5.0
Comedy,5942,"hot chick, the",5.0
Comedy,3773,house party,5.0
Comedy,171093,waiting for the hearse,5.0
Comedy,7206,mon oncle,5.0
Comedy,27685,bring it on again,5.0
Comedy,175827,cedric the entertainer: taking you higher,5.0
Comedy,663,kids in the hall: brain candy,5.0
Comedy,1297,real genius,5.0
Comedy,1911,dr. dolittle,5.0
Comedy,100083,movie 43,5.0
Comedy,2361,pink flamingos,5.0
Comedy,169370,kathleen madigan: bothering jesus,5.0
Comedy,170729,louis c.k. 2017,5.0
Comedy,3302,beautiful people,5.0
Comedy,177615,lady bird,4.76
Comedy,441,dazed and confused,4.71
Comedy,140110,the intern,4.6
Comedy,1288,this is spinal tap,4.59
Comedy,2918,ferris bueller's day off,4.59
Comedy,3968,bedazzled,4.58
Comedy,48520,employee of the month,4.5
Comedy,1513,romy and michele's high school reunion,4.5
Comedy,7716,"lonely guy, the",4.5
Comedy,203068,get big,4.5
Comedy,4623,major league,4.5
Comedy,169326,frankie boyle: hurt like you've never been loved,4.5
Comedy,61994,so normal,4.5
Comedy,218537,palm springs,4.5
Comedy,61250,"house bunny, the",4.5
Comedy,275191,ricky gervais: supernature,4.5
Comedy,149218,"totò, peppino e i fuorilegge",4.5
Comedy,3248,sister act 2: back in the habit,4.5
Comedy,86345,louis c.k.: hilarious,4.5
Comedy,59026,99 francs,4.5
Comedy,78209,get him to the greek,4.5
Comedy,42732,last holiday,4.5
Comedy,276441,toc toc,4.5
Comedy,162888,frankie boyle - live - the last days of sodom,4.5
Comedy,150356,the rage of paris,4.5
Comedy,4002,"planes, trains & automobiles",4.5
Comedy,47518,accepted,4.5
Comedy,136445,george carlin: back in town,4.5
Comedy,127098,louis c.k.: live at the comedy store,4.5
Comedy,2423,christmas vacation,4.5
Comedy,2539,analyze this,4.5
Comedy,82848,one week,4.5
Comedy,194729,the oath,4.5
Comedy,6533,"what's up, doc?",4.5
Comedy,187067,super troopers 2,4.5
Comedy,830,"first wives club, the",4.5
Comedy,175281,tour de pharmacy,4.5
Comedy,60408,welcome to the sticks,4.5
Comedy,2915,risky business,4.5
Comedy,1449,waiting for guffman,4.47
Comedy,1285,heathers,4.46
Comedy,60756,step brothers,4.44
Comedy,223,clerks,4.44
Comedy,2696,"dinner game, the",4.35
Comedy,1747,wag the dog,4.25
Comedy,3819,tampopo,4.25
Comedy,64032,four christmases,4.25
Comedy,53956,death at a funeral,4.18
Comedy,2302,my cousin vinny,4.17
Comedy,54503,superbad,4.15
Comedy,77191,death at a funeral,4.13
Comedy,216,billy madison,4.1
Comedy,1394,raising arizona,4.08
Comedy,161922,the edge of seventeen,4.06
Comedy,200306,booksmart,4.04
Comedy,79134,grown ups,4.04
Comedy,128924,the 'high sign',4.0
Comedy,140106,our little sister,4.0
Comedy,170151,the party,4.0
Comedy,171295,doug stanhope: deadbeat hero,4.0
Comedy,172449,he even has your eyes,4.0
Comedy,173255,"norm macdonald: hitler's dog, gossip & trickery",4.0
Comedy,333,tommy boy,4.0
Comedy,429,cabin boy,4.0
Comedy,449,fear of a black hat,4.0
Comedy,1753,half baked,4.0
Comedy,265270,michael che: shame the devil,4.0
Comedy,263149,the good boss,4.0
Comedy,2473,soul man,4.0
Comedy,243412,hey there!,4.0
Comedy,3040,meatballs,4.0
Comedy,3243,encino man,4.0
Comedy,4381,"closet, the",4.0
Comedy,5096,baby's day out,4.0
Comedy,5382,every which way but loose,4.0
Comedy,6811,pcu,4.0
Comedy,193371,leading lady parts,4.0
Comedy,67534,big stan,4.0
Comedy,70315,friend zone,4.0
Comedy,79469,"northerners, the",4.0
Comedy,86922,nothing to declare,4.0
Comedy,185473,blockers,4.0
Comedy,105037,"to do list, the",4.0
Comedy,106540,delivery man,4.0
Comedy,180227,god: serengeti,4.0
Comedy,177237,battle of the sexes,4.0
Comedy,128854,chris rock: bring the pain,4.0
Comedy,239428,barb and star go to vista del mar,4.0
Comedy,241020,please turn over,4.0
Comedy,65,bio-dome,4.0
Comedy,520,robin hood: men in tights,4.0
Comedy,1202,withnail & i,4.0
Comedy,3911,best in show,4.0
Comedy,277288,je t'aime john wayne,4.0
Comedy,4989,how high,4.0
Comedy,5283,national lampoon's van wilder,4.0
Comedy,6188,old school,4.0
Comedy,8641,anchorman: the legend of ron burgundy,4.0
Comedy,8910,i heart huckabees,4.0
Comedy,26555,spies like us,4.0
Comedy,42725,grandma's boy,4.0
Comedy,60599,flakes,4.0
Comedy,63479,sex drive,4.0
Comedy,85570,"die is cast, the",4.0
Comedy,95973,"classe américaine, la",4.0
Comedy,101283,"incredible burt wonderstone, the",4.0
Comedy,102481,"internship, the",4.0
Comedy,162842,david brent: life on the road,4.0
Comedy,179119,the death of stalin,4.0
Comedy,182819,father figures,4.0
Comedy,185997,life of the party,4.0
Comedy,193942,instant family,4.0
Comedy,197351,the last hangover,4.0
Comedy,197883,the farewell,4.0
Comedy,214462,the apple war,4.0
Comedy,2791,airplane!,3.97
Comedy,2788,monty python's and now for something completely different,3.94
Comedy,4558,twins,3.94
Comedy,174909,logan lucky,3.89
Comedy,63131,role models,3.89
Comedy,2335,"waterboy, the",3.88
Comedy,3552,caddyshack,3.88
Comedy,6287,anger management,3.88
Comedy,201368,long shot,3.88
Comedy,53189,eagle vs shark,3.88
Comedy,67087,"i love you, man",3.86
Comedy,4816,zoolander,3.86
Comedy,1485,liar liar,3.83
Comedy,471,"hudsucker proxy, the",3.83
Comedy,54256,hot rod,3.8
Comedy,5500,top secret!,3.75
Comedy,6807,monty python's the meaning of life,3.66
Comedy,64969,yes man,3.64
Comedy,8376,napoleon dynamite,3.63
Comedy,5187,hopscotch,3.63
Comedy,59900,you don't mess with the zohan,3.61
Comedy,192283,crazy rich asians,3.58
Comedy,1080,monty python's life of brian,3.52
Comedy,283947,"love is gay, love is sad",3.5
Comedy,4116,hollywood shuffle,3.5
Comedy,284747,chris rock: selective outrage,3.5
Comedy,3235,where the buffalo roam,3.5
Comedy,4687,billy liar,3.5
Comedy,4733,"curse of the jade scorpion, the",3.5
Comedy,3039,trading places,3.5
Comedy,57648,"green man, the",3.5
Comedy,18,four rooms,3.5
Comedy,206499,between two ferns: the movie,3.5
Comedy,5802,"world of henry orient, the",3.5
Comedy,73587,soul kitchen,3.5
Comedy,2772,detroit rock city,3.5
Comedy,81072,konopielka,3.5
Comedy,85022,hall pass,3.5
Comedy,250010,bo burnham: inside,3.5
Comedy,86408,welcome to the south,3.5
Comedy,91690,friends with kids,3.5
Comedy,94677,"dictator, the",3.5
Comedy,275899,babysitter,3.5
Comedy,210073,pay day,3.5
Comedy,100081,bad luck,3.5
Comedy,3882,bring it on,3.5
Comedy,2599,election,3.5
Comedy,107702,grudge match,3.5
Comedy,267474,the lodger,3.5
Comedy,126753,the girls,3.5
Comedy,139343,noi 4,3.5
Comedy,260929,dave chappelle: the closer,3.5
Comedy,145050,suckseed,3.5
Comedy,147831,anthony jeselnik: thoughts and prayers,3.5
Comedy,166653,michael che matters,3.5
Comedy,167018,why him?,3.5
Comedy,170927,another evil,3.5
Comedy,710,celtic pride,3.5
Comedy,174815,the house,3.5
Comedy,252462,playlist,3.5
Comedy,178737,the last party,3.5
Comedy,176,living in oblivion,3.5
Comedy,223994,somebody,3.5
Comedy,4220,"longest yard, the",3.5
Comedy,65133,blackadder back & forth,3.5
Comedy,104218,grown ups 2,3.5
Comedy,69069,fired up,3.5
Comedy,69784,brüno,3.5
Comedy,118924,top five,3.5
Comedy,3622,"twelve chairs, the",3.5
Comedy,2300,"producers, the",3.5
Comedy,743,spy hard,3.5
Comedy,275083,the valet,3.5
Comedy,141135,nuts in may,3.5
Comedy,81537,due date,3.5
Comedy,224545,american pie presents: girls' rules,3.5
Comedy,86833,bridesmaids,3.5
Comedy,188797,tag,3.5
Comedy,148888,zoolander 2,3.5
Comedy,188067,toc toc,3.5
Comedy,88785,"change-up, the",3.5
Comedy,175945,the rendez-vous of déjà-vu,3.5
Comedy,193507,where's the money?,3.5
Comedy,167564,the little hours,3.5
Comedy,50541,dinner for one,3.5
Comedy,6182,"thrill of it all, the",3.5
Comedy,55241,mr. woodcock,3.5
Comedy,5572,barbershop,3.5
Comedy,242906,the unbearable weight of massive talent,3.45
Comedy,2694,big daddy,3.45
Comedy,3253,wayne's world,3.43
Comedy,225625,borat subsequent moviefilm,3.4
Comedy,48385,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,3.34
Comedy,79428,dinner for schmucks,3.33
Comedy,203218,good boys,3.1
Comedy,183497,the polka king,3.08
Comedy,90890,jack and jill,3.07
Comedy,190105,my other husband,3.0
Comedy,135,down periscope,3.0
Comedy,344,ace ventura: pet detective,3.0
Comedy,585,"brady bunch movie, the",3.0
Comedy,1238,local hero,3.0
Comedy,3617,road trip,3.0
Comedy,4678,uhf,3.0
Comedy,4718,american pie 2,3.0
Comedy,8512,silent movie,3.0
Comedy,25739,"idle class, the",3.0
Comedy,46201,bob the butler,3.0
Comedy,53476,"iceberg, l'",3.0
Comedy,72696,old dogs,3.0
Comedy,73778,"story of a cheat, the",3.0
Comedy,74946,she's out of my league,3.0
Comedy,107348,anchorman 2: the legend continues,3.0
Comedy,128316,"the tree, the mayor and the mediatheque",3.0
Comedy,141725,all the boys are called patrick,3.0
Comedy,143859,"hail, caesar!",3.0
Comedy,159755,popstar: never stop never stopping,3.0
Comedy,162210,lie detector,3.0
Comedy,182551,mr. roosevelt,3.0
Comedy,188317,uncle drew,3.0
Comedy,192081,like father,3.0
Comedy,196885,sportowiec mimo woli,3.0
Comedy,211510,ronny chieng: asian comedian destroys america!,3.0
Comedy,218465,the new testament,3.0
Comedy,230745,véronique and her dunce,3.0
Comedy,260445,el planeta,3.0
Comedy,269254,summer place wanted,3.0
Comedy,288061,acrimonius alfie atkins,3.0
Comedy,113902,"holy man, the",3.0
Comedy,267,major payne,3.0
Comedy,58315,"love guru, the",3.0
Comedy,2937,"palm beach story, the",3.0
Comedy,276011,you are my adventure,3.0
Comedy,4340,"animal, the",3.0
Comedy,1837,"odd couple ii, the",3.0
Comedy,215593,pensionat paradiset,3.0
Comedy,52694,mr. bean's holiday,3.0
Comedy,141712,addicted to fresno,3.0
Comedy,219669,jim jefferies: intolerant,3.0
Comedy,65263,high and dizzy,3.0
Comedy,2829,"muse, the",3.0
Comedy,60189,archangel,3.0
Comedy,71670,all about steve,3.0
Comedy,154065,dad's army,3.0
Comedy,80350,vampires suck,3.0
Comedy,122940,clear history,3.0
Comedy,82852,little fockers,3.0
Comedy,40586,calamari union,3.0
Comedy,42546,passport to pimlico,3.0
Comedy,216338,jerry seinfeld: 23 hours to kill,3.0
Comedy,87485,bad teacher,3.0
Comedy,88954,"very harold & kumar 3d christmas, a",3.0
Comedy,19,ace ventura: when nature calls,3.0
Comedy,184015,when we first met,3.0
Comedy,290515,truth or dare,3.0
Comedy,785,kingpin,3.0
Comedy,233171,death to 2020,3.0
Comedy,3858,cecil b. demented,3.0
Comedy,25875,that uncertain feeling,3.0
Comedy,173495,rock 'n roll,3.0
Comedy,109183,date and switch,3.0
Comedy,187135,military intelligence and you!,3.0
Comedy,3948,meet the parents,2.94
Comedy,4728,rat race,2.86
Comedy,86911,"hangover part ii, the",2.67
Comedy,30825,meet the fockers,2.54
Comedy,2390,little voice,2.5
Comedy,205917,chess fever,2.5
Comedy,58156,semi-pro,2.5
Comedy,209893,a house of your dreams,2.5
Comedy,102686,"hangover part iii, the",2.5
Comedy,2325,orgazmo,2.5
Comedy,1746,senseless,2.5
Comedy,157797,special correspondents,2.5
Comedy,161580,bad moms,2.5
Comedy,1091,weekend at bernie's,2.5
Comedy,217831,my father was right,2.5
Comedy,4649,wet hot american summer,2.5
Comedy,291258,spring fever,2.5
Comedy,230129,der boandlkramer und die ewige liebe,2.5
Comedy,5800,how to murder your wife,2.5
Comedy,275849,"eccentrics, the sunny side of the street",2.5
Comedy,342,muriel's wedding,2.5
Comedy,700,angus,2.5
Comedy,2060,baseketball,2.5
Comedy,2860,blue streak,2.5
Comedy,41714,dona flor and her two husbands,2.5
Comedy,223880,the marriage game,2.5
Comedy,214338,palmegruppen goes for a very long lunch,2.5
Comedy,71520,"invention of lying, the",2.38
Comedy,288513,barbie,2.29
Comedy,45728,clerks ii,2.29
Comedy,7451,mean girls,2.19
Comedy,49276,let's go to prison,2.0
Comedy,156609,neighbors 2: sorority rising,2.0
Comedy,121129,the hungover games,2.0
Comedy,2416,back to school,2.0
Comedy,62213,"sexo, amor e traição",2.0
Comedy,3581,human traffic,2.0
Comedy,3421,animal house,2.0
Comedy,220398,tale of people from here,2.0
Comedy,7934,zelig,1.75
Comedy,4255,freddy got fingered,1.63
Comedy,141642,the bad education movie,1.5
Comedy,1194,cheech and chong's up in smoke,1.5
Comedy,3821,nutty professor ii: the klumps,1.5
Comedy,27392,run ronnie run,1.5
Comedy,2296,"night at the roxbury, a",1.2
Comedy,115381,"alexander and the terrible, horrible, no good, very bad day",1.0
Comedy,92719,tim and eric's billion dollar movie,1.0
Comedy,127250,last chance,1.0
Comedy,140329,hairbrained,1.0
Comedy,5495,modesty blaise,1.0
Comedy,3869,"naked gun 2 1/2: the smell of fear, the",1.0
Comedy,95602,once upon a time in phuket,0.5
Comedy,3979,little nicky,0.5
Comedy,176599,naked,0.5
Comedy,113696,are you here,0.5
Comedy,4974,not another teen movie,0.5
Comedy,54290,bratz: the movie,0.5
Comedy,818,"very brady sequel, a",0.5
Comedy,104,happy gilmore,0.5
Comedy,88572,fred: the movie,0.5
Comedy,188023,garde alternée,0.5
Comedy,129737,unfinished business,0.5
Comedy|Crime,1234,"sting, the",4.5
Comedy|Crime,4025,miss congeniality,4.35
Comedy|Crime,1732,"big lebowski, the",4.18
Comedy|Crime,1079,"fish called wanda, a",4.0
Comedy|Crime,2387,very bad things,4.0
Comedy|Crime,3247,sister act,4.0
Comedy|Crime,6662,"pink panther, the",4.0
Comedy|Crime,82053,casino jack,4.0
Comedy|Crime,1125,"return of the pink panther, the",4.0
Comedy|Crime,2580,go,4.0
Comedy|Crime,4677,turner & hooch,4.0
Comedy|Crime,4954,ocean's eleven,4.0
Comedy|Crime,7258,"perfect score, the",4.0
Comedy|Crime,8805,attack the gas station!,4.0
Comedy|Crime,2502,office space,3.81
Comedy|Crime,42011,fun with dick and jane,3.61
Comedy|Crime,1963,take the money and run,3.5
Comedy|Crime,175441,the black hole,3.5
Comedy|Crime,7028,quick change,3.5
Comedy|Crime,1539,twin town,3.5
Comedy|Crime,4333,throw momma from the train,3.5
Comedy|Crime,87869,horrible bosses,3.42
Comedy|Crime,97306,seven psychopaths,3.4
Comedy|Crime,194222,der wixxer,3.0
Comedy|Crime,88235,"guard, the",3.0
Comedy|Crime,51063,trailer park boys: the movie,3.0
Comedy|Crime,63,don't be a menace to south central while drinking your juice in the hood,3.0
Comedy|Crime,69122,"hangover, the",2.78
Comedy|Crime,131056,the vexxer,2.5
Comedy|Crime,7367,"ladykillers, the",2.5
Comedy|Crime,285929,in your interest,2.5
Comedy|Crime,201749,murder mystery,2.0
Comedy|Crime,249540,cruella,2.0
Comedy|Crime,910,some like it hot,2.0
Comedy|Crime,5602,"ladykillers, the",1.0
Comedy|Crime|Drama,206845,the laundromat,5.0
Comedy|Crime|Drama,2973,crimes and misdemeanors,4.5
Comedy|Crime|Drama,778,trainspotting,4.35
Comedy|Crime|Drama,189713,blackkklansman,4.05
Comedy|Crime|Drama,7102,dragnet,4.0
